175,4,299,1196,281,64
176,2,399,798,323,64
177,3,1099,3297,256,64
178,5,19000,95000,220,64
179,5,7500,37500,177,65
180,4,19000,76000,226,65
181,2,6500,13000,181,66
182,2,599,1198,265,66
183,2,4000,8000,145,66
184,1,349,349,374,66
185,1,599,599,310,66
186,3,3000,9000,137,67
187,3,379,1137,327,67
188,5,499,2495,117,68
189,4,19000,76000,238,68
190,4,3500,14000,142,68
191,2,449,898,308,69
192,1,8500,8500,189,69
193,1,7000,7000,184,70
194,3,8500,25500,187,70
195,1,599,599,267,70
196,1,10000,10000,213,71
197,5,379,1895,327,71
198,4,5500,22000,167,71
199,3,499,1497,329,71
200,2,429,858,352,72
201,2,499,998,330,72
202,1,349,349,349,72
203,4,299,1196,100,73
204,3,349,1047,359,73
205,4,100,400,297,73
206,5,699,3495,361,73
207,2,399,798,332,74
208,3,249,747,286,74
209,2,349,698,105,75
210,4,3000,12000,137,75
211,2,100,200,297,75
212,4,3500,14000,142,75
213,4,7500,30000,182,75
214,4,6500,26000,173,76
215,5,3500,17500,132,76
216,3,4000,12000,150,76
217,4,16000,64000,229,77
218,3,2500,7500,121,78
219,3,6500,19500,174,78
220,1,349,349,345,78
221,2,10000,20000,205,78
222,2,699,1398,367,79
223,5,3500,17500,130,79
224,3,3500,10500,139,79
225,1,429,429,248,79
226,2,4000,8000,145,80
227,5,22000,110000,246,81
228,1,349,349,114,81
229,3,399,1197,333,81
230,5,3000,15000,133,81
231,2,6500,13000,174,81
232,2,6500,13000,174,82
233,1,16000,16000,219,82
234,1,349,349,114,83
235,5,10000,50000,195,84
236,2,10000,20000,194,84
237,5,349,1745,359,84
238,1,10000,10000,203,84
239,4,349,1396,277,84
240,4,4500,18000,153,85
241,5,399,1995,333,85
242,2,11500,23000,211,85
243,1,599,599,273,85
244,4,11500,46000,209,85
245,1,395,395,290,86
246,5,3000,15000,133,86
247,1,399,399,334,86
248,2,3500,7000,141,86
249,5,8500,42500,191,87
250,3,22000,66000,244,87
251,1,1099,1099,254,87
252,4,699,2796,367,87
253,3,16000,48000,221,88
254,1,10000,10000,205,88
255,2,4500,9000,151,89
256,2,399,798,338,89
257,5,100,500,297,89
258,2,499,998,369,90
259,4,4000,16000,150,90
260,5,199,995,285,91
261,4,349,1396,104,91
262,2,2500,5000,121,91
263,3,349,1047,354,91
264,3,5500,16500,155,91
265,5,16000,80000,223,92
266,5,499,2495,117,92
267,1,3500,3500,142,92
268,3,3500,10500,124,92
269,1,7500,7500,178,92
270,1,249,249,293,93
271,2,7000,14000,184,93
272,2,399,798,338,93
273,4,13000,52000,215,93
274,5,429,2145,321,94
275,1,749,749,315,95
276,5,499,2495,329,95
277,3,7000,21000,185,95
278,5,749,3745,363,95
279,4,749,2996,366,96
280,1,399,399,317,96
281,4,5500,22000,157,97
282,4,369,1476,279,97
283,2,299,598,101,97
284,5,499,2495,117,98
285,5,3500,17500,142,98
286,5,8500,42500,200,98
287,2,399,798,251,98
288,5,22000,110000,236,99
289,1,449,449,311,100
290,3,4500,13500,152,100
291,5,599,2995,270,100
292,5,349,1745,371,100
293,2,749,1498,363,101
294,5,10000,50000,195,101
295,4,10000,40000,193,101
296,5,349,1745,371,102
297,4,599,2396,309,102
298,2,249,498,293,102
299,4,349,1396,348,103
300,2,5500,11000,154,104
301,1,199,199,306,105
302,1,1099,1099,257,105
303,2,7500,15000,172,106
304,1,3000,3000,137,107
305,4,19000,76000,238,108
306,2,10000,20000,196,108
307,1,16000,16000,231,108
308,1,399,399,250,108
309,4,8500,34000,197,109
310,1,399,399,335,109
311,3,10000,30000,195,109
312,5,6500,32500,171,109
313,4,5500,22000,158,109
314,3,369,1107,279,110
315,1,16000,16000,223,110
316,1,599,599,265,110
317,5,249,1245,286,110
318,5,1099,5495,261,110
319,3,349,1047,345,111
320,3,379,1137,326,111
321,2,349,698,358,111
322,5,499,2495,368,112
323,2,6500,13000,163,113
324,3,599,1797,343,113
325,4,19000,76000,238,113
326,4,199,796,299,113
327,1,599,599,264,113
328,4,7500,30000,177,114
329,1,499,499,117,114
330,2,449,898,312,114
331,4,349,1396,346,114
332,2,449,898,311,114
333,1,399,399,319,115
334,4,299,1196,100,115
335,4,1099,4396,254,115
336,2,10000,20000,213,115
337,5,4000,20000,146,116
338,1,369,369,350,116
339,2,3500,7000,130,116
340,5,10000,50000,195,117
341,5,599,2995,267,117
342,3,599,1797,310,117
343,1,3000,3000,136,118
344,3,599,1797,343,118
345,5,5500,27500,157,119
346,5,249,1245,293,119
347,5,5500,27500,168,119
348,4,8500,34000,200,120
349,5,599,2995,264,120
350,1,7500,7500,172,120
351,5,10000,50000,202,120
352,2,500,1000,111,121
353,1,699,699,360,121
354,3,10000,30000,205,121
355,3,239,717,284,121
356,4,10000,40000,196,122
357,5,6500,32500,163,122
358,2,599,1198,265,122
359,1,1099,1099,253,122
360,2,399,798,338,123
361,4,499,1996,109,123
362,5,3500,17500,124,123
363,4,399,1596,334,124
364,1,2500,2500,120,124
365,2,3000,6000,123,124
366,1,1099,1099,258,124
367,1,599,599,309,124
368,3,1099,3297,258,125
369,2,349,698,342,125
370,2,399,798,335,125
371,5,429,2145,248,126
372,3,5500,16500,160,126
373,5,3500,17500,144,126
374,1,19000,19000,220,126
375,5,399,1995,108,127
376,4,749,2996,362,127
377,3,699,2097,360,127
378,3,399,1197,331,127
379,1,499,499,320,127
380,2,8500,17000,190,128
381,5,3500,17500,139,128
382,5,279,1395,282,128
383,4,19000,76000,235,128
384,5,6500,32500,176,128
385,1,199,199,318,129
386,5,499,2495,341,130
387,4,4500,18000,152,130
388,4,16000,64000,222,130
389,5,349,1745,345,130
390,3,19000,57000,241,131
391,2,250,500,296,131
392,1,429,429,321,131
393,1,599,599,343,132
394,2,3500,7000,141,132
395,2,4500,9000,152,132
396,2,599,1198,268,132
397,2,6500,13000,156,133
398,5,399,1995,339,133
399,4,19000,76000,239,133
400,4,199,796,304,134
401,2,749,1498,315,134
402,2,3500,7000,141,134
403,1,7500,7500,178,134
404,5,600,3000,298,135
405,1,499,499,109,136
406,5,3500,17500,144,136
407,5,6500,32500,176,136
408,4,239,956,288,136
409,2,19000,38000,227,136
410,4,599,2396,271,137
411,4,379,1516,327,137
412,2,1099,2198,254,137
413,2,349,698,372,138
414,4,499,1996,109,138
415,5,1099,5495,256,138
416,4,349,1396,116,138
417,4,349,1396,349,139
418,3,699,2097,367,139
419,5,349,1745,115,139
420,2,10000,20000,208,139
421,5,599,2995,268,139
422,1,6500,6500,171,140
423,1,4000,4000,147,141
424,3,16000,48000,229,141
425,3,599,1797,266,141
426,4,16000,64000,223,141
427,2,19000,38000,228,141
428,4,399,1596,335,142
429,4,249,996,324,142
430,2,1099,2198,274,143
431,3,299,897,101,143
432,1,6500,6500,162,143
433,4,349,1396,104,144
434,3,22000,66000,244,145
435,1,19000,19000,226,145
436,1,3500,3500,141,146
437,5,179,895,292,146
438,4,399,1596,251,146
439,5,399,1995,333,146
440,4,499,1996,337,146
441,4,599,2396,265,147
442,3,349,1047,353,147
443,5,5500,27500,169,147
444,4,16000,64000,221,147
445,3,199,597,303,147
446,1,5500,5500,155,148
447,1,399,399,118,148
448,2,249,498,293,148
449,3,5500,16500,168,148
450,4,7500,30000,179,149
451,3,429,1287,248,150
452,2,19000,38000,234,150
453,4,7500,30000,172,150
454,1,5500,5500,155,151
455,2,349,698,353,151
456,5,16000,80000,221,151
457,3,699,2097,360,151
458,5,3000,15000,128,152
459,2,16000,32000,218,152
460,2,449,898,107,153
461,1,19000,19000,227,153
462,1,10000,10000,194,153
463,4,3000,12000,122,153
464,1,395,395,290,153
465,2,6500,13000,164,154
466,2,16000,32000,221,154
467,5,749,3745,363,154
468,5,2500,12500,119,154
469,2,19000,38000,220,155
470,5,369,1845,279,155
471,1,19000,19000,241,156
472,1,499,499,368,156
473,1,7500,7500,177,157
474,4,349,1396,353,157
475,5,1099,5495,274,158
476,4,6500,26000,166,159
477,4,379,1516,328,159
478,2,7500,15000,177,160
479,1,150,150,295,160
480,4,599,2396,270,160
481,1,395,395,290,160
482,1,379,379,327,160
483,2,7500,15000,178,161
484,3,749,2247,362,161
485,3,16000,48000,232,161
486,5,799,3995,364,162
487,5,399,1995,336,162
488,1,4500,4500,152,163
489,3,750,2250,302,163
490,1,19000,19000,227,163
491,5,349,1745,277,163
492,2,399,798,317,164
493,5,11500,57500,210,164
494,4,599,2396,273,164
495,3,5500,16500,154,164
496,3,6500,19500,171,164
497,4,6500,26000,176,165
498,3,4000,12000,145,166
499,2,16000,32000,222,167
500,2,3000,6000,136,167
501,3,10000,30000,195,167
502,1,19000,19000,241,167
503,3,499,1497,341,167
504,1,3000,3000,125,168
505,4,16000,64000,233,168
506,5,8500,42500,201,168
507,4,10000,40000,202,168
508,4,16000,64000,232,169
509,3,599,1797,269,169
510,1,349,349,370,169
511,3,239,717,284,169
512,5,349,1745,103,170
513,5,349,1745,115,170
514,2,189,378,291,170
515,4,10000,40000,198,171
516,4,16000,64000,232,171
517,1,2500,2500,120,171
518,3,1099,3297,254,171
519,5,299,1495,100,171
520,2,19000,38000,225,172
521,4,699,2796,367,172
522,4,3500,14000,142,173
523,3,8500,25500,197,173
524,4,199,796,318,174
525,4,7500,30000,179,174
526,3,349,1047,342,174
527,2,399,798,322,174
528,3,349,1047,114,175
529,3,349,1047,353,175
530,1,6500,6500,161,175
531,3,500,1500,111,176
532,4,19000,76000,240,176
533,3,19000,57000,239,176
534,4,1099,4396,252,177
535,3,399,1197,331,178
536,1,8500,8500,189,178
537,1,499,499,109,178
538,4,16000,64000,229,179
539,3,3500,10500,149,179
540,2,599,1198,266,179
541,2,4500,9000,151,180
542,4,1099,4396,259,180
543,5,649,3245,112,180
544,4,379,1516,326,180
545,3,349,1047,105,180
546,1,3000,3000,135,181
547,1,349,349,114,181
548,2,8500,17000,197,182
549,3,10000,30000,193,182
550,3,10000,30000,198,182
551,4,499,1996,329,182
552,4,6500,26000,163,182
553,2,349,698,278,183
554,5,3500,17500,143,183
555,3,22000,66000,242,183
556,1,1099,1099,255,183
557,1,16000,16000,218,183
558,1,6500,6500,161,184
559,4,4000,16000,147,184
560,2,189,378,283,185
561,5,22000,110000,246,185
562,3,7000,21000,184,185
563,2,499,998,109,185
564,1,3500,3500,130,186
565,4,19000,76000,234,186
566,5,599,2995,264,186
567,3,399,1197,332,186
568,4,149,596,307,187
569,1,1099,1099,254,187
570,5,349,1745,105,187
571,1,249,249,286,187
572,3,2500,7500,121,187
573,1,699,699,316,188
574,3,16000,48000,224,188
575,3,4500,13500,151,188
576,4,7500,30000,179,189
577,1,349,349,345,189
578,3,8500,25500,199,190
579,2,10000,20000,203,190
580,5,11500,57500,210,190
581,1,100,100,297,190
582,3,10000,30000,194,191
583,1,199,199,318,192
584,4,5500,22000,159,192
585,3,10000,30000,208,193
586,1,5500,5500,160,193
587,5,7500,37500,179,193
588,1,3000,3000,125,193
589,4,3500,14000,134,194
590,4,4000,16000,148,194
591,1,600,600,298,194
592,1,10000,10000,202,194
593,3,199,597,285,195
594,3,299,897,100,195
595,1,3000,3000,125,196
596,3,599,1797,264,196
597,1,199,199,304,197
598,4,129,516,113,197
599,1,499,499,117,197
600,4,7500,30000,172,198
601,4,199,796,303,199
602,3,5500,16500,159,199
603,4,1099,4396,254,199
604,4,150,600,295,199
605,1,349,349,357,200
606,5,3500,17500,143,200
607,2,399,798,317,200
608,2,599,1198,267,200
609,5,10000,50000,205,200
