144	"8"" round eggless chocolate flakes cake"	chocolate base with fresh chocolate cream	35	4	1
145	"8"" round eggless rasamalai cake"	vanilla base with pieces of rasamalai 	40	4	1
146	"8"" round eggless fererro rocher chocolate cake"	chocolate base with crushed hazelnut chocolate 	40	4	1
147	"8"" round eggless Chocolate delight cake"	chocolate base with fresh chocolate cream and chocolate ganache	40	4	1
148	"8"" round eggless Raspberry cake"	vanilla base with raspberries flavor	40	4	1
149	"8"" round eggless Dulce de leche cake"	vanilla base caramel flavor	35	4	1
150	"8"" round eggless Gulab jamun cake"	vanilla base with pieces of gulabjamun	40	4	1
151	1/4 sheet blackforest cake	chocolate base with vanilla cream and crushed cherries	45	4	1
152	1/4 sheet pineapple cake	vanilla base with vanilla cream and crushed pineapple	45	4	1
153	1/4 sheet mix fruit cake	vanilla base with fresh fruits 	45	4	1
154	1/4 sheet fresh strawberry cake	vanilla base with fresh strawberries	55	4	1
155	1/4 sheet mango cake	vanilla base with mango puree	55	4	1
156	1/4 sheet pistachio cake	vanilla base with pistachio essence and pistachio nuts	65	4	1
157	1/4 sheet nougat cake	vanilla base with caramalized sugar with cashew	55	4	1
158	1/4 sheet mocha cake	chocolate with chocolate and coffee mix cream	55	4	1
159	1/4 sheet coffee cake	vanilla base with coffee flavor	55	4	1
160	1/4 sheet chocolate flakes cake	chocolate base with fresh chocolate cream	55	4	1
161	1/4 sheet rasamalai cake	vanilla base with pieces of rasamalai 	65	4	1
162	1/4 sheet fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	65	4	1
163	1/4 sheet Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	65	4	1
164	1/4 sheet Raspberry cake	vanilla base with raspberries flavor	65	4	1
165	1/4 sheet de leche cake	vanilla base caramel flavor	55	4	1
166	1/4 sheet Gulab jamun cake	vanilla base with pieces of gulabjamun	65	4	1
167	1/4 sheet eggless blackforest cake	chocolate base with vanilla cream and crushed cherries	55	4	1
168	1/4 sheet eggless pineapple cake	vanilla base with vanilla cream and crushed pineapple	55	4	1
169	1/4 sheet eggless mix fruit cake	vanilla base with fresh fruits 	55	4	1
170	1/4 sheet eggless fresh strawberry cake	vanilla base with fresh strawberries	65	4	1
171	1/4 sheeteggless mango cake	vanilla base with mango puree	65	4	1
172	1/4 sheet eggless pistachio cake	vanilla base with pistachio essence and pistachio nuts	75	4	1
173	1/4 sheet eggless nougat cake	vanilla base with caramalized sugar with cashew	65	4	1
174	1/4 sheet eggless mocha cake	chocolate with chocolate and coffee mix cream	65	4	1
175	1/4 sheet eggless coffee cake	vanilla base with coffee flavor	65	4	1
176	1/4 sheet eggless chocolate flakes cake	chocolate base with fresh chocolate cream	65	4	1
177	1/4 sheet eggless rasamalai cake	vanilla base with pieces of rasamalai 	75	4	1
178	1/4 sheet eggless fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	75	4	1
179	1/4 sheet eggless Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	75	4	1
180	1/4 sheet eggless Raspberry cake	vanilla base with raspberries flavor	75	4	1
181	1/4 sheet eggless Dulce de leche cake	vanilla base caramel flavor	65	4	1
182	1/4 sheet eggless Gulab jamun cake	vanilla base with pieces of gulabjamun	75	4	1
183	1/2 sheet blackforest cake	chocolate base with vanilla cream and crushed cherries	70	4	1
184	1/2 sheet pineapple cake	vanilla base with vanilla cream and crushed pineapple	70	4	1
185	1/2 sheet mix fruit cake	vanilla base with fresh fruits 	70	4	1
186	1/2 sheet fresh strawberry cake	vanilla base with fresh strawberries	85	4	1
187	1/2 sheet mango cake	vanilla base with mango puree	85	4	1
188	1/2 sheet pistachio cake	vanilla base with pistachio essence and pistachio nuts	100	4	1
189	1/2 sheet nougat cake	vanilla base with caramalized sugar with cashew	85	4	1
190	1/2 sheet mocha cake	chocolate with chocolate and coffee mix cream	85	4	1
191	1/2 sheet coffee cake	vanilla base with coffee flavor	85	4	1
192	1/2 sheet chocolate flakes cake	chocolate base with fresh chocolate cream	85	4	1
193	1/2 sheet rasamalai cake	vanilla base with pieces of rasamalai 	100	4	1
194	1/2 sheet fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	100	4	1
195	1/2 sheet Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	100	4	1
196	1/2 sheet Raspberry cake	vanilla base with raspberries flavor	100	4	1
197	1/2 sheet de leche cake	vanilla base caramel flavor	85	4	1
198	1/2 sheet Gulab jamun cake	vanilla base with pieces of gulabjamun	100	4	1
199	1/2 sheet eggless blackforest cake	chocolate base with vanilla cream and crushed cherries	85	4	1
200	1/2 sheet eggless pineapple cake	vanilla base with vanilla cream and crushed pineapple	85	4	1
201	1/2 sheet eggless mix fruit cake	vanilla base with fresh fruits 	85	4	1
202	1/2 sheet eggless fresh strawberry cake	vanilla base with fresh strawberries	100	4	1
203	1/2 sheeteggless mango cake	vanilla base with mango puree	100	4	1
204	1/2 sheet eggless pistachio cake	vanilla base with pistachio essence and pistachio nuts	115	4	1
205	1/2 sheet eggless nougat cake	vanilla base with caramalized sugar with cashew	100	4	1
206	1/2 sheet eggless mocha cake	chocolate with chocolate and coffee mix cream	100	4	1
207	1/2 sheet eggless coffee cake	vanilla base with coffee flavor	100	4	1
208	1/2 sheet eggless chocolate flakes cake	chocolate base with fresh chocolate cream	100	4	1
209	1/2 sheet eggless rasamalai cake	vanilla base with pieces of rasamalai 	115	4	1
210	1/2 sheet eggless fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	115	4	1
211	1/2 sheet eggless Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	115	4	1
212	1/2 sheet eggless Raspberry cake	vanilla base with raspberries flavor	115	4	1
213	1/2 sheet eggless Dulce de leche cake	vanilla base caramel flavor	100	4	1
214	1/2 sheet eggless Gulab jamun cake	vanilla base with pieces of gulabjamun	115	4	1
215	full sheet blackforest cake	chocolate base with vanilla cream and crushed cherries	130	4	1
216	full sheet pineapple cake	vanilla base with vanilla cream and crushed pineapple	130	4	1
217	full sheet mix fruit cake	vanilla base with fresh fruits 	130	4	1
218	full sheet fresh strawberry cake	vanilla base with fresh strawberries	160	4	1
219	full sheet mango cake	vanilla base with mango puree	160	4	1
220	full sheet pistachio cake	vanilla base with pistachio essence and pistachio nuts	190	4	1
221	full sheet nougat cake	vanilla base with caramalized sugar with cashew	160	4	1
222	full sheet mocha cake	chocolate with chocolate and coffee mix cream	160	4	1
223	full sheet coffee cake	vanilla base with coffee flavor	160	4	1
224	full sheet chocolate flakes cake	chocolate base with fresh chocolate cream	160	4	1
225	full sheet rasamalai cake	vanilla base with pieces of rasamalai 	190	4	1
226	full sheet fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	190	4	1
227	full sheet Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	190	4	1
228	full sheet Raspberry cake	vanilla base with raspberries flavor	190	4	1
229	full sheet de leche cake	vanilla base caramel flavor	160	4	1
230	full sheet Gulab jamun cake	vanilla base with pieces of gulabjamun	190	4	1
231	full sheet eggless blackforest cake	chocolate base with vanilla cream and crushed cherries	160	4	1
232	full sheet eggless pineapple cake	vanilla base with vanilla cream and crushed pineapple	160	4	1
233	full sheet eggless mix fruit cake	vanilla base with fresh fruits 	160	4	1
234	full sheet eggless fresh strawberry cake	vanilla base with fresh strawberries	190	4	1
235	full sheeteggless mango cake	vanilla base with mango puree	190	4	1
236	full sheet eggless pistachio cake	vanilla base with pistachio essence and pistachio nuts	220	4	1
237	full sheet eggless nougat cake	vanilla base with caramalized sugar with cashew	190	4	1
238	full sheet eggless mocha cake	chocolate with chocolate and coffee mix cream	190	4	1
239	full sheet eggless coffee cake	vanilla base with coffee flavor	190	4	1
240	full sheet eggless chocolate flakes cake	chocolate base with fresh chocolate cream	190	4	1
241	full sheet eggless rasamalai cake	vanilla base with pieces of rasamalai 	190	4	1
242	full sheet eggless fererro rocher chocolate cake	chocolate base with crushed hazelnut chocolate 	220	4	1
243	full sheet eggless Chocolate delight cake	chocolate base with fresh chocolate cream and chocolate ganache	220	4	1
244	full sheet eggless Raspberry cake	vanilla base with raspberries flavor	220	4	1
245	full sheet eggless Dulce de leche cake	vanilla base caramel flavor	190	4	1
246	full sheet eggless Gulab jamun cake	vanilla base with pieces of gulabjamun	220	4	1
247	Butter Chicken Sandwich	butter chicken flavor chicken sandwiches	4.49	6	1
248	Chicken Salad Sandwich	non spicy chicken chicken sandwiches	4.29	6	1
249	Chicken Tikka Sandwich	chicken tikka flavor spicy sandwiches 	4.29	6	1
250	Vegetable Sandwich	mixed vegetable sandwiches	3.99	6	1
251	Egg Sandwich	boiled egg sandwich	3.99	6	1
252	Large egglesss jeera cookie box	eggless cumin flavor cookies	10.99	7	1
253	Large egglesss Salt cookie box	eggless plaint sweet and salt flavor cookies	10.99	7	1
254	Large eggless pistachio cookie box	eggless pistachio butter cookies	10.99	7	1
255	Large eggless crushed almond cookie box	eggless crushed almond butter cookies	10.99	7	1
256	Large Jelly butter cookie box	jelly butter cookies	10.99	7	1
257	Large Coconut cookie box	coconut flavor cookies	10.99	7	1
258	Large eggless Almond Nankatai cookie box	almond with cardamom flavor cookies	10.99	7	1
259	Large Tutti-frutti cookie box	butter cookies with mini fruit candies	10.99	7	1
260	Large Chocolate cookie box	chocolate butter cookies	10.99	7	1
261	Large Cashew cookie box	cashew butter cookies	10.99	7	1
262	Large Whole almond cookie box	butter cookies with whole almond 	10.99	7	1
263	Small egglesss jeera cookie box	eggless cumin flavor cookies	5.99	7	1
264	Small egglesss Salt cookie box	eggless plaint sweet and salt flavor cookies	5.99	7	1
265	Small eggless pistachio cookie box	eggless pistachio butter cookies	5.99	7	1
266	Small eggless crushed almond cookie box	eggless crushed almond butter cookies	5.99	7	1
267	Small Jelly butter cookie box	jelly butter cookies	5.99	7	1
268	Small Coconut cookie box	coconut flavor cookies	5.99	7	1
269	Small eggless Almond Nankatai cookie box	almond with cardamom flavor cookies	5.99	7	1
270	Small Tutti-frutti cookie box	butter cookies with mini fruit candies	5.99	7	1
271	Small Chocolate cookie box	chocolate butter cookies	5.99	7	1
272	Small Cashew cookie box	cashew butter cookies	5.99	7	1
273	Small Whole almond cookie box	butter cookies with whole almond 	5.99	7	1
274	Large mixed cookie box	mixture of all cookies 	10.99	7	1
275	small mixed cookie box	mixture of all cookies 	5.99	7	1
276	Aaloo capsicum croissants	spicy aaloo filling croissants	3.49	8	1
277	Chicken tikka croissants	chicken tikka flavor croissants	3.49	8	1
278	Chili chicken croissants	spicy chunk chicken filling croissants	3.49	8	1
279	Panner masala croissants	Spicy indian cottage cheese filling croissants	3.69	8	1
280	Aaloo masala croissants	Spicy potato filling croissants	3.49	8	1
281	Chicken Tikka Danish	Chicken tikka flavor spicy danish	2.99	9	1
282	Vegetable Danish	Vegetable and cheese danish	2.79	9	1
283	Apple juice	non alcholic beverages	1.89	10	1
284	Badam milk	non alcholic beverages	2.39	10	1
285	Chocolate milk	non alcholic beverages	1.99	10	1
286	Coconut Water	non alcholic beverages	2.49	10	1
287	Frooti mamgo	non alcholic beverages	1	10	1
288	Limca	non alcholic beverages	2.39	10	1
289	Mango juice	non alcholic beverages	1.89	10	1
290	Mazza Juice 	non alcholic beverages	3.95	10	1
291	Orange Juice	non alcholic beverages	1.89	10	1
292	Pakola	non alcholic beverages	1.79	10	1
293	Snapple	non alcholic beverages	2.49	10	1
294	Soda	non alcholic beverages	1.5	10	1
295	Tea	non alcholic beverages	1.5	10	1
296	Thumps up	non alcholic beverages	2.5	10	1
297	Water	non alcholic beverages	1	10	1
298	4 pack Mawa cupcake	4 pieces of cupcake made from condensed milk	6	11	1
299	Brownie	chocolate brownie	1.99	11	1
300	Large round fruit cake	vanilla cake with fruit candies and almond flakes	8	11	1
301	Large round plum cake	caramel cake with fruit candies and almond flakes	8.5	11	1
302	Large round Tea cake	plain vanilla cake	7.5	11	1
303	mawa cupcake	condensed milk cupcake	1.99	11	1
304	mini fruit cake	vanilla cake with fruit candies and almond flakes	1.99	11	1
305	mini marble cake	vanilla amd chocolate mix cake	1.99	11	1
306	mini plum cake	caramel cake with fruit candies and almond flakes	1.99	11	1
307	Bread crumbs	Bread crumbs	1.49	12	1
308	Fruit toast	sweet toast with fruit candies	4.49	12	1
309	Jeera butter	cumin flavor dry dough	5.99	12	1
310	Khari box	plain puff pastry	5.99	12	1
311	Milk Toast	sweet toast 	4.49	12	1
312	plain toast	plain toast	4.49	12	1
313	Aalo Capsicum panini	spicy potato sandwich made in house baked italian bread	6.99	13	1
314	Chicken Tikka panini	spicy chicken tikka flavor chicken sandwich sandwich made in house baked italian bread	7.49	13	1
315	Grilled chicken panini	non spicy chicken sandwich made in house baked italian bread	7.49	13	1
316	Vegetable panini	mixed vegetable sandwich made in house baked italian bread	6.99	13	1
317	Black forest pastry	chocolate base vanilla cream and crushed cherries	3.99	14	1
318	Brownie pop	chococolate brownie pop	1.99	14	1
319	Chocolate flakes pastry	fresh chocolate cream	3.99	14	1
320	Chocolate pyramid pastry	fresh chocolate cream and chocolate ganache	4.99	14	1
321	Chocolate trufle pastry	chocolate ganache	4.29	14	1
322	Coffee Crunch pastry	coffee flavor and caramalized cashew	3.99	14	1
323	Coffee pastry	coffee flavor 	3.99	14	1
324	Cream roll	cream horn with vanilla cream	2.49	14	1
325	Dulce de leche pastry	caramel flavor	3.99	14	1
326	Eggless blackforest pastry	eggless chocolate base with vanilla cream and cherries	3.79	14	1
327	Eggless pineapple pastry	eggless vanilla base with crushed pineapple	3.79	14	1
328	Eggless mixfruit pastry	eggless vanilla base with mixed fruits 	3.79	14	1
329	Ferrero Rocher chocolate pastry	chocolate base with crushed hazelnut chocolate 	4.99	14	1
330	Kit kat pastry	chocolate base with chocolate wafer 	4.99	14	1
331	Mango pastry	vanilla base with mango puree	3.99	14	1
332	Mix fruit pastry	vanilla base with fresh fruits 	3.99	14	1
333	Mocha pastry	chocolate base with coffee and chocolate flavor	3.99	14	1
334	Nougat pastry	vanilla base with caramalized sugar with cashew	3.99	14	1
335	Pineapple pastry	vanilla base with crushed pineapple	3.99	14	1
336	Pistachio pastry	vanilla base with pistachio essence and pistachio nuts	3.99	14	1
337	Rasamalai pastry	vanilla base with pieces of rasamalai 	4.99	14	1
338	Strawberry pastry	vanilla base with fresh strawberries	3.99	14	1
339	Specialty pastry	ocassional flavor	3.99	14	1
340	Tres Leche pastry cup	three different kind of milk and vanilla base	4.49	14	1
341	White chocolate raspberry pastry	vanilla base with chocolate cream and raspberry flavor	4.99	14	1
342	Chicken Tikka pizza	spicy chicken tikka flovor pizza	3.49	15	1
343	Chicken tikka Plait	spicy chicken tikka flovor large pizza	5.99	15	1
344	Roasted chicken pizza	non spicy chicken pizza	3.49	15	1
345	Vegetable pizza	mix vegetable pizza	3.49	15	1
346	Aalo capsicum puff	Spicy potato filling puff pastry	3.49	16	1
347	Chicken keema puff	grounded chicken filling puff pastry	3.59	16	1
348	Chili chicken puff	spicy chunk chicken filling puff pastry	3.49	16	1
349	Chicken tikka puff	spicy chicken tikka flavor filling puff pastry	3.49	16	1
350	Chili paneer puff	spicy chunk indian cottage cheese filling puff pastry	3.69	16	1
351	Egg puff	spicy boiled egg filling puff pastry	3.49	16	1
352	Goat keema puff	spicy grounded goat filling puff pastry	4.29	16	1
353	Masala aalo puff	spicy potato filling puff pastry	3.49	16	1
354	Masala egg puff	Extra spicy boiled egg filling puff pastry	3.49	16	1
355	Paneer masala puff	shredded indian cottage cheese filling puff pastry	3.69	16	1
356	Schewan Chicken puff	schewan chicken flavor filling puff pastry	3.49	16	1
357	Spicy BBQ Chicken puff	spicy bbq chicken flavor filling puff pastry	3.49	16	1
358	Vegetable puff	mixed vegetable filling puff pastry	3.49	16	1
359	White chicken puff	non spicy chicken flavor filling puff pastry	3.49	16	1
360	Aalo Masala wrap	grilled spicy potato wrapped in house baked tortilla	6.99	17	1
361	Chana Masala wrap	spicy chickpeas wrapped in house baked tortilla	6.99	17	1
362	Chicken tikka wrap	spicy grounded chicken wrapped in house baked tortilla	7.49	17	1
363	Chili chicken wrap	spicy gravy chunk chicken wrapped in house baked tortilla 	7.49	17	1
364	Chili paneer wrap	spicy indian cottage cheese wrapped in house baked tortilla	7.99	17	1
365	Grilled chicken wrap	non spicy chicken wrapped in house baked tortilla	7.49	17	1
366	Paneer Tikka wrap	Indian cottage cheese wrapped in house baked tortilla	7.49	17	1
367	Vegetable wrap	Mixed vegatable wrapped in house baked tortilla	6.99	17	1
368	Butter chicken sub	butter chicken sub sandwich	4.99	18	1
369	Chicken Tikka sub	chicken tikka flavor sub sandwich	4.99	18	1
370	Chicken quiche	house special chicken flavor quiche	3.49	19	1
371	Chicken tikka quiche	chicken tikka flavor quiche	3.49	19	1
372	Chili chicken pie	spicy chicken pie	3.49	19	1
373	Masala aalo pie	spicy potato pie	3.49	19	1
374	Roasted chicken pie	non spicy chicken pie	3.49	19	1
375	Siracha Chicken pie	sriracha spicy chicken pie	3.49	19	1
